"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"my-ale-7f826bfe864c52e6d24c1ae9b1176e8ef7a3ddba","LegalEntity","CC Advisory (potential clone entity)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-7fa39dd2e6834a89d008e932eb4386fc9c731166","LegalEntity","Trade Master Partner","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-806127696bd61d341335c5297a9cac793ff83b99","LegalEntity","Uni Argrow (Cambodia) Co. Ltd","","","","","","2014-12-30","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-806a5f1db8f290842c2f5407fe8ee14b2d8ede57","LegalEntity","Vanguard Saham Group B Wealth Solution 214","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-8152c4ae5ac0db78f12977b413550a8635e7bb1e","LegalEntity","Program I-Rich","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-81cd6bad1d4f7e50ff3dac78c25552d0cca5fe6f","LegalEntity","Astral Progress Sdn Bhd (989294-K)","","","","","","2015-10-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-81e462a5db3ca73781f173c48d6167e2e2a36d14","LegalEntity","AU79 International","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-822c9feb6e491e54577ec69d741896dcf740f15c","LegalEntity","RMMUDAH.COM","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-83a2acf4499581e989d134962bf32635342b1937","LegalEntity","LS Gold Bullion Sdn Bhd (235435-H)","","","","","","2013-03-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-83bdf6f2da2d54de3dd3cdbc5c4b363bf185787a","LegalEntity","Norry Setia Ent (TR0103958-M)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-8409c5f1846cdac971af750c4af68fef1ee65d4d","LegalEntity","Retro Titan Sdn Bhd","","","","","","2014-02-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-842d541be7b20025db86632ae17d9b70f239aa3b","LegalEntity","Webster Trade Consulting Sdn Bhd (1171420D)","","","","","","2017-02-24","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-87459427aa4931b3d5265db82807543c10490ec9","LegalEntity","Overseas Delight Sdn Bhd (614245-W)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-87adb9ff1485c2f32f7de11752f2085b09095b9b","LegalEntity","Pelaburan 2023 abrdn","","","","","","2023-09-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-87bf0f8182ee031975593fb2b7f3fab839414dd3","LegalEntity","Raise Sea Trading","","","","","","2023-12-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-87bff199cc38731410afaa40999897824df1551f","LegalEntity","Mida Pelaburan Malaysia","","","","","","2024-10-01","","","","Malaysia Financial Consumer Alert List","2024-10-02T20:56:06","2026-09-12T20:56:02","2024-10-02T20:56:06"
"my-ale-88c92f61a9e378aafa8888937dd5ecfcb459602c","LegalEntity","Safeena Gold Gallery (IP0386035-U)","","","","","","2016-02-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-88d336153f87257276a3c8fbd8e2290084d1451c","LegalEntity","Gain FX Capital Sdn Bhd","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-8a0f73489eab489f4e36e741ec7385e01e1adabe","LegalEntity","Opai FX","","","","","","2024-01-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-8a523784f2894700e7c8f644a8d5a8b25a33b4fa","LegalEntity","MGC Capital Sdn Bhd","","","","","","2016-06-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-8ae69eb004641b2f1909b2008c6b8a0afae1e770","LegalEntity","Top Syariah","","","","","","2023-12-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-10-02T20:56:06"
"my-ale-8c2f5aa376a437f4328e18d9edd0ba6bc1ab6324","LegalEntity","MyDAS FA (not related to MyDAS FA Sdn.Bhd)","","","","","","2023-09-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-8c4e7da4e4d3a6fe986aeef1b1c5886978f63f5b","LegalEntity","FalconRise Capital","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-8c969693b9265c8ef3d70c0b0ca3e8eb459a662f","LegalEntity","Xcelent Job Trading (001971755P)","","","","","","2017-01-09","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-8ca9873d8581d6b046fa03dd6ebc15b1a216499d","LegalEntity","Pelaburan Islamic 707 PMB INVESTMENT GROUP (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-8d03632015eb9e14e1302d089d9f180ba2b897e3","LegalEntity","Arris Merchant Bank","","","","","","2021-10-15","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-8d09e61bc7f880e244ff674b15755d6f85c7b288","LegalEntity","Dana Heritage","","","","","","2019-05-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-8d81516077e9e56f0202a551f9a3e911aeb462a6","LegalEntity","JMI Global","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-8dc5e142557804149d8adaaa5cced7f6be4c3d28","LegalEntity","Areca Capital Sdn Bhd (potential clone entity)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-08-28T20:56:03","2026-09-12T20:56:02","2025-08-28T20:56:03"
"my-ale-8e085fdcb78efc0c48c131aba728a1079a592366","LegalEntity","Power Trade Asia Sdn Bhd (933528-T)","","","","","","2013-11-12","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-8f0c6bb6b4be349ae33db8b1ce205de94b87f237","LegalEntity","M Plus Global Investment","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-8f1686e48ee64b3e717a4a487859a589fd5d8b4f","LegalEntity","NTB Agencies Sdn Bhd (1039052-M)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9080d40db09c8db73669810f5b8e8b093e55fc64","LegalEntity","Suisse Coins Sdn Bhd","","","","","","2015-04-10","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-90fb1ac0ff1fc4df0c024798ec393efde65e49a1","LegalEntity","Rimbun Tekad Consultancy Sdn Bhd (966620-V)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-913d9dac91c11411894656f21ae7b20395d4f102","LegalEntity","HG Resources Sdn Bhd","","","","","","2016-02-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-91cf57388e2914ee730212bd4e51ba36e07db496","LegalEntity","Kunci Keuntungan Harian VPW Malaysia 209 (potential clone entity)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-9276c43b1d22e6a5c2e2fc7d4c12cb93e5df9715","LegalEntity","First Star Capital (Potential Clone Entity)","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-935e4cde0be9b197b3377b4b7d28a6b4284375b7","LegalEntity","Smart Trade Resources Sdn Bhd (1180992A)","","","","","","2017-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-93821f39f6824b8e9b685a2f0a4cb1a9f36799ae","LegalEntity","XFOX Market Sdn Bhd (1438134 - V)","","","","","","2023-06-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-945b341e2b83a4fc1c61712ff12b79462ea45d6d","LegalEntity","Sri Chempaka Emas Enterprise (SA0293336-P)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-94a9db56eea54e480259b0d5fcb395aeeb530ab7","LegalEntity","Budget Besties","","","","","","2023-09-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-94f0c07d2a95f6710828ef0060294654b8f5cbea","LegalEntity","MyMoneyChangers.com","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-95897db1bae921f276813d312dfcb2649977349e","LegalEntity","HotForex Malaysia","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-95b8a0ac149d87f9461dcfeec2c218d54dee993b","LegalEntity","Mtrade Investment Scheme","","","","","","2020-02-07","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-96eec154f51b4431dd8f4a0f5669305a02f1cee4","LegalEntity","MD Venture Group Sdn Bhd (1058936U)","","","","","","2015-12-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-973e0d0c38f084e0b96d54482ceb4b6e2bcb51dc","LegalEntity","Hin Huat Auto Sparts (TR0005484-X)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-97a97062657833b256734ee5e244dbe810eff8f4","LegalEntity","Grow Asia Capital Holdings (0000151641T)","","","","","","2019-01-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-97c024c7e538e3c124ba29841a6abebba23459ab","LegalEntity","Water World Marketing (CA0177161-P)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-98002c219a5aa7ac9d63984c8395c358dc9b1935","LegalEntity","Trillion Venture","","","","","","2015-12-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9892db0d1822fa9326ed0075e139423c7f062869","LegalEntity","Worldwide Community Programme","","","","","","2016-09-15","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-98a365ff0c95679774aea4cfbf9b2b0279a16a8f","LegalEntity","Saham Bijak (Facebook page)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-98a6ea327d0940d55c2f807bc644835270da72a1","LegalEntity","VenusFX","","","","","","2016-06-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-98b314a6e243673a3719fd70b20e3614e4cae824","LegalEntity","RN Corporate Services Sdn Bhd","","","","","","2014-02-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-98b7dc116184ea36d84419a91a04d5a5e9bce04c","LegalEntity","Arab Investment Company Berhad (potential clone entity)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-08-28T20:56:03","2026-09-12T20:56:02","2025-08-28T20:56:03"
"my-ale-9a83e1a9d31c8c5b572a7046764eafb263a3ab5f","LegalEntity","TukarGold.net","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9abb1e847f8fd0cfcb333eea0504705787c74bac","LegalEntity","RCFX","","","","","","2016-05-07","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9ad7ffd6980ec39241bdb7030068c88e5d29ac72","LegalEntity","Saham Xpert MIDA INVESTMENT 2 (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-9b78c1f288c94a4ed4d48311a8aa5781457bfcc8","LegalEntity","Gorgeous Chain Sdn Bhd (841928-P)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9baed96cdd9fffb18a3521ef8d4a941ae11b5af1","LegalEntity","CYL Peoria Enterprise","","","","","","2017-06-29","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9bdd2c1bcc8a6cf71300a39aefdf8de2551f6f15","LegalEntity","Auto Trading Management","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9c6fac4f4944984028f709df544f0701941af384","LegalEntity","LetDuit Scheme","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9d029da3d757de529894743a03ec362c9753a390","LegalEntity","RS Capital Holdings Bhd (819833-P)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9d2a5d490425b489ce5c7f27f6d5d7fff3581932","LegalEntity","3Sixty Venture Capital PLC","","","","","","2014-12-30","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9d3e5846c697665664aace92caa581c4afe1bf1f","LegalEntity","Perfway Traders Sdn Bhd (918583-V)","","","","","","2014-12-30","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9d9d42e1926df191e09c93af7fbfa7517e260f2a","LegalEntity","Reza Anuar Seven","","","","","","2014-10-20","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9dae4f6925379b0d716cc3aceb1cd9f679965b7e","LegalEntity","Education Pro Saham Malaysia AIX Investment Group (potential clone entity)","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-9e09633860d603902e536db2108e92b02c23b34f","LegalEntity","HSBC Bank Investment (not related to HSBC Bank Malaysia Berhad)","","","","","","2023-12-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2025-03-29T20:56:05"
"my-ale-9e515903d7e2007aba7643581312246b3c83d35a","LegalEntity","Jutawan Apps","","","","","","2017-09-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9e9baa3882a28e1dd3cd633efa5029ab42a1cbcb","LegalEntity","Global Wave Gold Corporation","","","","","","2013-11-12","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-9f5d61c66c4e95a07682a907bd99a5d7f55e21ab","LegalEntity","SinoLion Capital (potential clone entity) INVESTORS TRUST 240","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-a089e002d0760a09307fee8dc7e6889b0fe4eb0e","LegalEntity","Green Buck Resources Sdn Bhd (851115-A)","","","","","","2013-05-02","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a0b34257dbec372952c4c2c60e06b2053d23dc8d","LegalEntity","Eagle Aeronautics (M) Sdn Bhd (796603-A)","","","","","","2012-09-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a1dc6ebf48019d40fc1f1b70df6908dc2f0f233b","LegalEntity","Keenan Prestige Services (002095851-P)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a22f865d8d2a093d003a843d92791fdaaa77470b","LegalEntity","JJ Commerce Trading (SA0399365P)","","","","","","2017-06-29","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a2402780e2228df789df112f1e3bdefe7c975c6d","LegalEntity","Emam Copytrade","","","","","","2020-02-07","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a309fb6c15cb1c12b977d055e7ca73b1df58130e","LegalEntity","BitKingdom","","","","","","2017-02-24","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a3ed2262375465c7182d9a51bda18136fea6eef3","LegalEntity","Sera Land Management & Enterprise (JM0503206-P)","","","","","","2013-01-23","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a414983e64ca8df3b75783743308d2bb7c243486","LegalEntity","Grow Capital (Facebook page)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-a4f6c26efa3441fdfe5b58fddf59e45668716b2f","LegalEntity","FNZ Capital Limited","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a52ca955792d98c5bf46d77624b54d7174c24fd9","LegalEntity","Trunks Livetrade","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-a59201bcdb4d7c25d10f964821a07fe121839a57","LegalEntity","LOB Pelaburan","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-a5c6302551636d53cd9b0d7d9aac7bfc950fb0f2","LegalEntity","Newgen Investment (Potential Clone Entity)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-a648546153bf780ad4471e9eb5e4bdd1c3b0b582","LegalEntity","Instagroup Resources (JM0531870-X)","","","","","","2016-05-27","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a6f1844255e4bcc69332d826c522496d30eb5fa0","LegalEntity","Highway Group Resources","","","","","","2016-02-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a6fe58a51f24a6ec6984ed7b387e0b482e77c7b5","LegalEntity","Invest MelayuHub (Facebook page)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-a712b3220709b10a6821306eaba57b87e77a9fea","LegalEntity","YunikonFX","","","","","","2023-09-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a72e95bf47818de39dd860629dba1be2e2e4f378","LegalEntity","Program 10 Bulan Forex Trading","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a74c70a92d0e05aa30565ff0fcb1aaf92db1819c","LegalEntity","FE Brands (M) Sdn Bhd (1000656-H)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a788f32bb16190909b8f2a95f8ff4d994ab7dbcd","LegalEntity","Rimbun Tekad Realty Sdn Bhd (966604-D)","","","","","","2014-07-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a8464fcf7c356016457fd4b8af6fbc11990b5018","LegalEntity","Great Access Sdn Bhd (517965-X)","","","","","","2012-07-13","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a85949e27087221ba1b587be747000d6d996392f","LegalEntity","Applikasi Duit","","","","","","2017-09-19","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a90913f0e4dde3930607dd498bcce830e2a7c6ba","LegalEntity","Bespoke Holdings","","","","","","2023-09-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a9240cd80126a175aabe9fcf61764159c77fec10","LegalEntity","Bitclub Network","","","","","","2017-08-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-a9b7121fd367306d3cb8e6e998306659b2b72b88","LegalEntity","Halal Prosper Ventures 213 PB Gold Investment","","","","","","2025-07-04","","","","Malaysia Financial Consumer Alert List","2025-07-04T20:56:03","2026-09-12T20:56:02","2025-07-04T20:56:03"
"my-ale-a9ea3b12a23d6647235ca6021955325a50c9cc76","LegalEntity","Kongsi Kewangan (Facebook page)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-ab0bfec6559ea561a0050d452d0892ae37cf37f0","LegalEntity","ASNB Investment (not related to Amanah Saham Nasional Berhad)","","","","","","2023-12-06","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-10-02T20:56:06"
"my-ale-ab3a42128418eea35862fec81909e4ed10a1fe79","LegalEntity","GTGVIP","","","","","","2017-07-31","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-ac3e1850b3e81e05716cc25038a8484933c684c5","LegalEntity","Gold Bullion World Sdn Bhd (1018604-A)","","","","","","2013-07-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-ac5dab63866c0f0ea5f679b4286a18689289354d","LegalEntity","Amethyst Gold Creation Sdn Bhd (951063-K)","","","","","","2013-11-12","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-ad129845147129b919d5828392137adc9364f748","LegalEntity","Kewangan Melayu (Facebook page)","","","","","","2025","","","","Malaysia Financial Consumer Alert List","2025-12-27T20:56:02","2026-09-12T20:56:02","2025-12-27T20:56:02"
"my-ale-ad156c36beacf36d3fba07aff96ea674033506c2","LegalEntity","Fintec Global Venture ADVANCE INVESTMENT114","","","","","","2026","","","","Malaysia Financial Consumer Alert List","2026-08-05T20:56:02","2026-09-12T20:56:02","2026-08-05T20:56:02"
"my-ale-ad9620d401caffc16d606073b9df747bbf1901f1","LegalEntity","Rising Premium Sdn Bhd (285572-P)","","","","","","2015-05-14","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-adfc0ef8857d1ef32d2980eeaa0ed71954ee424b","LegalEntity","Smart Trade Entrepreneur (002459702D )","","","","","","2017-06-22","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-af1653e7c75d2c71696c7cd487aafa4143450650","LegalEntity","WSL Merchants Pte Ltd","","","","","","2012-10-16","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b00c164f88b619a220a6b3eacb0cf0d57f1dc8c8","LegalEntity","HiFX Asia (HiFX)","","","","","","2016-02-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b05d20334daecfbe0b26adfedb86f868a7351f6e","LegalEntity","Najmuldin Exchanger (NE) Nusantara Global Network Collecting agent of Najmuldin Exchanger: Global Traders (002288216-X)","","","","","","2023-03-03","","","","Malaysia Financial Consumer Alert List","2024-11-27T20:56:06","2026-09-12T20:56:02","2024-11-27T20:56:06"
"my-ale-b0b30546fb55670d2fba84620b80598806a6354f","LegalEntity","Zenith Gold International Limited (ZGI)","","","","","","2016-02-25","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
"my-ale-b25be63fef4b002705562bc88675f71b9df5dbdb","LegalEntity","E-Qirad Sdn Bhd (595699-D)","","","","","","2013-03-28","","","","Malaysia Financial Consumer Alert List","2024-04-23T00:00:00","2026-09-12T20:56:02","2024-04-23T00:00:00"
